"Code","Pen","System","Trial","Sampling_time","Sampling_date","Chicken_body_weight","TBARS","Salmonella","Campylobacter","Clostridium","Cortisol","FPD","Haptoglobin","CRP","LPS","Observations","Comments","Treatment","Sex","Replicate","Breed","Crypt_depth_caecum","Acidic_goblet_cell_number_caecum","Mixed_goblet_cell_number_caecum","Total_goblet_cell_number_caecum","Acidic_goblet_cell_density_caecum","Mixed_goblet_cell_density_caecum","Total_goblet_cell_density_caecum","Acetic_acid_caecum","Propionic_acid_caecum","i.Butyric_acid_caecum","n.Butyric_acid_caecum","i.Valeric_acid_caecum","n.Valeric_acid_caecum","Total_SCFAs_caecum","Total_branch_chain_fatty_acids_caecum","Putrescin_caecum","Histamin_caecum","Cadaverin_caecum","Spermidin_caecum","Tyramin_caecum","Spermin_caecum","Gesamtamine_caecum","L.Laktat_caecum","D.Laktat_caecum","Total_lactate_caecum","L.D_lactic_ratio_caecum","Ammonium_caecum","Acetic.totalFA_ratio_caecum","Propionic.totalFA_ratio","iButyric.totalFA_ratio_caecum","nButyric.totalFA_ratio_caecum","iValeria.totalFA_ratio_caecum","nValeric.totalFA_ratio_caecum","IL1_caecum","IL2_caecum","IL4_caecum","IL6_caecum","IL8_caecum","IL10_caecum","IL12_caecum","IL17_caecum","IL18_caecum","TNFa_caecum","IFNg_caecum","TGFb_caecum","MUC2_caecum","CLN5_caecum","Villi_height_ileum","Villi_width_ileum","Crypt_depth_ileum","VH.CD_ratio_ileum","Epithelial_area_ileum","Acidic_goblet_cell_number_ileum","Mixed_goblet_cell_number","Total_goblet_cell_number_ileum","Acidic_goblet_cell_density_ileum","Mixed_goblet_cell_density_ileum","Total_goblet_cell_density_ileum","Acetic_acid_ileum","Propionic_acid_ileum","i.Butyric_acid_ileum","n.Butyric_acid_ileum","i.Valeric_acid_ileum","n.Valeric_acid_ileum","Total_SCFAs_ileum","Total_branch_chain_fatty_acids_ileum","Putrescin_ileum","Histamin_ileum","Cadaverin_ileum","Spermidin_ileum","Tyramin_ileum","Spermin_ileum","Gesamtamine_ileum","L.Laktat_ileum","D.Laktat_ileum","Total_lactate_ileum","L.D_lactic_ratio_ileum","Ammonium_ileum","Acetic.totalFA_ratio_ileum","Propionic.totalFA_ratio_ileum","iButyric.totalFA_ratio_ileum","nButyric.totalFA_ratio_ileum","iValeria.totalFA_ratio_ileum","nValeric.totalFA_ratio_ileum","IL1_ileum","IL2_ileum","IL4_ileum","IL6_ileum","IL8_ileum","IL10_ileum","IL12_ileum","IL17_ileum","IL18_ileum","TNFa_ileum","IFNg_ileum","TGFb_ileum","MUC2_ileum","CLN5_ileum"
"CC19.04","CC19","Chicken","CC","Day 7","17/09/2019",192.1,NA,"-","-","-",NA,NA,7.55,0.67,39.85,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.05","CC19","Chicken","CC","Day 7","17/09/2019",189.1,NA,"-","-","-",NA,NA,5.36,0,47.07,"","","CC","Male","R2","Ross",148,5.2,11.6,16.8,3.485804378,7.820062052,11.30586643,74.0430107,6.727453647,2.282508392,9.479852457,"0.752773016",0.297549711,93.58314792,3.035281408,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.791200257,0.0719,0.0244,0.101298713,0.00804,0.00318,-3.459,-5.06,-4.464,-4.889,-3.078,-7.444,-4.656,-3.735,-2.937,-3.163,-3.218,-1.649,-0.677,-2.314,409,102.9,105,3.895238095,42.0861,11.75875,68.5075,80.26625,"2.875",16.75,19.625,2.57088,0.122844,0.120153,0,0.013,0.0326,2.8594929,0.1331782,0.00656,0.0131,0.0131,0.0459,0,0.0131,0.0918,45.82001457,16.49038683,62.3104014,0.35989484,2.58258265,0.899068503,0.043,0.042,0,0.00456,0.0114,-0.043,-0.266,0.31,-3.856,-4.859,-2.342,-5.958,-3.272,-6.169,-4.324,-2.684,-2.92,-3.058,-2.342
"CC19.06","CC19","Chicken","CC","Day 7","17/09/2019",191.1,NA,"-","-","-",NA,NA,5.3,0.03,37.17,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.07","CC19","Chicken","CC","Day 21","30/09/2019",740,NA,"-","+","-",NA,NA,6.04,0.16,14.47,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.08","CC19","Chicken","CC","Day 21","30/09/2019",662,NA,"-","+","-",NA,NA,10.93,0,24.03,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.09","CC19","Chicken","CC","Day 21","30/09/2019",1006,NA,"-","+","-",NA,NA,1.95,0,22.39,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.10","CC19","Chicken","CC","Day 21","01/10/2019",960,NA,"-","+","-",NA,NA,3.91,0,21.22,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.11","CC19","Chicken","CC","Day 21","01/10/2019",980,NA,"NS","NS","NS",NA,NA,22.5,0,33.28,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.12","CC19","Chicken","CC","Day 21","01/10/2019",880,NA,"-","+","-",NA,NA,10.26,0,24.03,"","","CC","Male","R2","Ross",250.2,9.4,20.4,29.8,3.76116101,8.035108095,11.7962691,61.13759224,7.388577827,0.787876076,7.704816834,"0.486718581",0.486489251,77.99207081,1.274594657,NA,NA,NA,NA,NA,NA,NA,0.0293,NA,0.0293,0,NA,0.783894973,0.0947,0.0101,0.0988,0.00624,0.00624,-2.355,-4.795,-3.491,-4.579,-2.466,-6.32,-4.138,-3.237,-2.787,-2.684,-2.48,-0.896,-0.828,-2.05,749.2,169.6,186.2,4.023630505,127.06432,7.492,114.6276,122.1196,"1",15.3,16.3,4.17935,0.12199,0.162219,0,0,0.00974,4.47329551,0.162219,0.025,0.015,0.0799,0.0449,0,0.00998,0.174692466,45.10855081,11.97484951,57.08340032,0.265467396,1.749622909,0.934288824,0.0273,0.0363,0,0,0.00218,-1.018,-3.131,-2.072,-3.891,-1.267,-4.861,-2.354,-1.054,-1.04,-1.655,-0.567,1.425,1.865,-0.359
"CC19.13","CC19","Chicken","CC","Day 35","14/10/2019",1982,NA,"-","+","-",NA,NA,0.82,0,39.63,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,96.57717,14.85878,0.654657,20.73887,"0.320139",1.2308,134.380416,0.974796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718684857,0.110572511,0.00487,0.154329556,0.00238,0.00916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1.35826,NA,0.141583,NA,NA,NA,1.499843,0.141583,0.0285,0.00569,0.364227738,0.0285,0,0.00569,0.432520439,36.4692954,10.78814483,47.25744023,3.380497387,1.321163484,0.0438,0,0.00457,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.14","CC19","Chicken","CC","Day 35","14/10/2019",2124,NA,"-","+","-",NA,NA,0.79,0,37.4,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,68.77804,13.8845,1.34893,17.42471,"0.85111",1.38755,103.67484,2.20004,0.128015562,0.0349,0.0815,1.373257847,0,0.0175,1.63510786,NA,NA,NA,NA,7.433592672,0.663401458,0.133923525,0.013,0.168070768,0.00821,0.0134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1.41279,NA,0.143358,NA,NA,NA,1.556148,0.143358,0.0626,0.159228185,0.909875343,0.0284,0.0114,0.0114,1.182837946,39.25092607,4.264128502,43.51505457,9.204911636,3.084579893,0.0456,0,0.00462,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.15","CC19","Chicken","CC","Day 35","15/10/2019",2010,NA,"-","+","-",NA,NA,0.79,0,38.28,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.16","CC19","Chicken","CC","Day 35","15/10/2019",1989,NA,"-","+","-",NA,NA,0.76,0,40.56,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC19.17","CC19","Chicken","CC","Day 35","16/10/2019",1610,NA,"-","+","-",NA,NA,1.2,0,35.89,"","","CC","Male","R2","Ross",290.013,3.9,8.1,12,1.352102413,2.902602283,4.254704696,88.96043129,18.0965012,1.139139893,23.95922899,"0.640210211",1.269753034,134.0652646,2.430033348,NA,NA,NA,NA,NA,NA,NA,0.21968019,0.109425604,0.329105794,0.498113208,13.22570736,0.654274399,0.136663583,0.00667,0.184696618,0.00805,0.00964,-2.889,-4.115,-3.503,-5.377,-2.529,-4.916,-3.409,-3.129,-2.318,-3.41,-3.1,-0.693,-1.182,-1.447,664.769,177.604,188.046,3.535140338,118.0656335,21.937377,107.027809,128.965186,"3.3",16.1,19.4,2.358071256,0.109283747,0,0,0,0.0282,2.495571024,0,0.10821342,0.0567,0.44831274,0.0361,0,0.00515,0.65443354,40.54691483,21.12720373,61.67411856,0.521055765,1.702535234,0.944902482,0.0438,0,0,0,0.0113,-2.612,-5.503,-4.085,-5.804,-2.702,-5.891,-3.55,-2.876,-2.736,-3.298,-2.671,-1.12,0.089,-2.219
"CC19.18","CC19","Chicken","CC","Day 35","16/10/2019",2046,NA,"-","+","-",NA,NA,0.64,0,40.91,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.01","CC20","Chicken","CC","Day 7","16/09/2019",183,NA,"-","-","-",NA,NA,2.69,5.99,39.35,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.02","CC20","Chicken","CC","Day 7","16/09/2019",172.5,NA,"-","-","-",NA,NA,1.61,0,41.72,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.03","CC20","Chicken","CC","Day 7","16/09/2019",178.6,NA,"-","-","-",NA,NA,2.33,0,35.02,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.04","CC20","Chicken","CC","Day 7","17/09/2019",205.4,NA,"-","-","-",NA,NA,2.92,0,38.67,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.05","CC20","Chicken","CC","Day 7","17/09/2019",213.6,NA,"NS","NS","NS",NA,NA,4.66,0,36.34,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.06","CC20","Chicken","CC","Day 7","17/09/2019",191.3,NA,"NS","NS","NS",NA,NA,8.18,10.57,42.74,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.158,-5.063,-4.207,-4.779,-2.422,-6.237,-4.68,-4.184,-2.908,-3.212,-3.376,-1.441,-0.567,-2.098,410.8,124.7,79.5,5.167295597,51.22676,16.432,80.79066667,97.22266667,"4",19.66666667,23.66666667,4.74396,0.137506,0.132782,0,0,0,5.014248,0.132782,0.00603,NA,0.00603,0.0482,0,0.00603,0.735279289,74.03648637,47.78837115,121.8248575,0.645470544,2.323056433,0.946096005,0.0274,0.0265,0,0,0,-0.136,-0.147,0.284,-3.841,-5.099,-2.365,-5.544,-3.26,-6.466,-4.623,-4.11,-3.053,-3.222,-2.365
"CC20.07","CC20","Chicken","CC","Day 21","30/09/2019",846,NA,"-","+","+",NA,NA,18.33,0,20.52,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.08","CC20","Chicken","CC","Day 21","30/09/2019",964,NA,"-","+","-",NA,NA,6.86,0,20.75,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.09","CC20","Chicken","CC","Day 21","30/09/2019",908,NA,"NS","NS","NS",NA,NA,8.7,0.12,21.22,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.10","CC20","Chicken","CC","Day 21","01/10/2019",998,NA,"-","+","-",NA,NA,8.87,0.23,18.65,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.11","CC20","Chicken","CC","Day 21","01/10/2019",962,NA,"-","+","-",NA,NA,15.88,0.69,16.32,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.12","CC20","Chicken","CC","Day 21","01/10/2019",916,NA,"-","+","-",NA,NA,2.15,0,20.99,"","","CC","Female","R2","Cobb",288.875,3.75,14,17.75,1.244880446,4.852756572,6.097637018,68.12029497,5.469773653,0.32599113,17.63728586,"0.1592735",0.447847196,92.16046631,0.48526463,NA,NA,NA,NA,NA,NA,NA,0.406728682,0.158545754,0.565274436,0.389807163,NA,0.739148766,0.0594,0.00354,0.191375831,0.00173,0.00486,-2.805,-5.465,-4.095,-5.691,-3.044,-6.318,-4.708,-4.069,-3.178,-2.953,-3.314,-1.243,-1.748,-2.432,653.9,149.4,156.9,4.16762269,97.69266,0.6539,117.0481,117.702,"0.1",17.9,18,3.59294,0.128761,0.146533,0,0,0.0116,3.8798799,0.146533,0.0301,0,0.130579524,0.0251,0,0.01,0.195869286,33.02065445,8.032491876,41.05314632,0.243256592,1.455695799,0.926044128,0.0332,0.0378,0,0,0.003,-1.411,-3.604,-2.345,-4.839,-1.51,-4.444,-2.107,-1.525,-1.218,-1.675,-0.495,1.232,1.817,-0.391
"CC20.13","CC20","Chicken","CC","Day 35","14/10/2019",1896,NA,"-","+","-",NA,NA,0.5,0,46.57,"","","CC","Female","R2","Cobb",386.58,2.6,10.4,13,0.962796804,3.693042896,4.6558397,67.18183228,11.41145401,0.915939615,21.7161739,"0.45566345",1.438713059,103.1197763,1.928397674,0.0369,0,0.0896,1.70790595,0,0.0105,1.844960131,0.1139529,0,0.1139529,0,7.39064724,0.641992827,0.112584755,0.00683,0.217095677,0.00789,0.0136,-2.805,-4.43,-3.183,-5.094,-2.729,-4.904,-3.606,-3.603,-2.772,-3.453,-3.332,-1.079,-1.015,-1.673,794.315,180.7775,145.315,5.466159722,143.5942799,9.53178,185.075395,194.607175,"1.2",23.3,24.5,1.265829795,0.0336,0,0.00664,0,0.0338,1.339893748,0,0.153800851,0.0298,0.451479919,0.0397,0,0.0149,0.689623172,33.28805268,17.3842582,50.67231088,0.522237163,3.051776003,0.944724011,0.0251,0,0.00496,0,0.0252,-2.777,-5.615,-3.813,-5.562,-3.282,-4.683,-3.681,-3.953,-2.728,-3.222,-2.881,-1.227,0.221,-2.069
"CC20.14","CC20","Chicken","CC","Day 35","14/10/2019",1834,NA,"-","+","-",NA,NA,0.68,0,37.51,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.15","CC20","Chicken","CC","Day 35","15/10/2019",2210,NA,"-","+","-",NA,NA,0.83,0,41.26,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC20.16","CC20","Chicken","CC","Day 35","15/10/2019",1980,NA,"-","+","-",NA,NA,0.92,8.23,43.8,"","","CC","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
